5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/1/2024 0:00,72,1,100,9754
1/1/2024 0:15,100,1,100,9754
1/1/2024 0:30,41,1,100,9754
1/1/2024 0:45,42,1,100,9754
1/1/2024 1:00,26,1,100,9754
1/1/2024 1:15,8,1,100,9754
1/1/2024 1:30,37,1,100,9754
1/1/2024 1:45,84,1,100,9754
1/1/2024 2:00,65,1,100,9754
1/1/2024 2:15,18,1,100,9754
1/1/2024 2:30,6,1,100,9754
1/1/2024 2:45,120,1,100,9754
1/1/2024 3:00,48,1,100,9754
1/1/2024 3:15,58,1,100,9754
1/1/2024 3:30,2,1,100,9754
1/1/2024 3:45,37,1,100,9754
1/1/2024 4:00,68,1,100,9754
1/1/2024 4:15,59,1,100,9754
1/1/2024 4:30,100,1,100,9754
1/1/2024 4:45,65,1,100,9754
1/1/2024 5:00,34,1,100,9754
1/1/2024 5:15,105,1,100,9754
1/1/2024 5:30,27,1,100,9754
1/1/2024 5:45,72,1,100,9754
1/1/2024 6:00,16,1,100,9754
1/1/2024 6:15,72,1,100,9754
1/1/2024 6:30,43,1,100,9754
1/1/2024 6:45,71,1,100,9754
1/1/2024 7:00,11,1,100,9754
1/1/2024 7:15,53,1,100,9754
1/1/2024 7:30,118,1,100,9754
1/1/2024 7:45,117,1,100,9754
1/1/2024 8:00,60,1,100,9754
1/1/2024 8:15,61,1,100,9754
1/1/2024 8:30,59,1,100,9754
1/1/2024 8:45,37,1,100,9754
1/1/2024 9:00,25,1,100,9754
1/1/2024 9:15,44,1,100,9754
1/1/2024 9:30,52,1,100,9754
1/1/2024 9:45,25,1,100,9754
1/1/2024 10:00,82,1,100,9754
1/1/2024 10:15,25,1,100,9754
1/1/2024 10:30,86,1,100,9754
1/1/2024 10:45,100,1,100,9754
1/1/2024 11:00,45,1,100,9754
1/1/2024 11:15,84,1,100,9754
1/1/2024 11:30,80,1,100,9754
1/1/2024 11:45,29,1,100,9754
1/1/2024 12:00,118,1,100,9754
1/1/2024 12:15,72,1,100,9754
1/1/2024 12:30,21,1,100,9754
1/1/2024 12:45,70,1,100,9754
1/1/2024 13:00,40,1,100,9754
1/1/2024 13:15,50,1,100,9754
1/1/2024 13:30,77,1,100,9754
1/1/2024 13:45,74,1,100,9754
1/1/2024 14:00,3,1,100,9754
1/1/2024 14:15,114,1,100,9754
1/1/2024 14:30,3,1,100,9754
1/1/2024 14:45,45,1,100,9754
1/1/2024 15:00,31,1,100,9754
1/1/2024 15:15,120,1,100,9754
1/1/2024 15:30,14,1,100,9754
1/1/2024 15:45,34,1,100,9754
1/1/2024 16:00,47,1,100,9754
1/1/2024 16:15,1,1,100,9754
1/1/2024 16:30,81,1,100,9754
1/1/2024 16:45,66,1,100,9754
1/1/2024 17:00,13,1,100,9754
1/1/2024 17:15,33,1,100,9754
1/1/2024 17:30,6,1,100,9754
1/1/2024 17:45,101,1,100,9754
1/1/2024 18:00,88,1,100,9754
1/1/2024 18:15,59,1,100,9754
1/1/2024 18:30,113,1,100,9754
1/1/2024 18:45,96,1,100,9754
1/1/2024 19:00,36,1,100,9754
1/1/2024 19:15,47,1,100,9754
1/1/2024 19:30,49,1,100,9754
1/1/2024 19:45,105,1,100,9754
