5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/1/2024 0:00,70,1,100,1366
1/1/2024 0:15,25,1,100,1366
1/1/2024 0:30,71,1,100,1366
1/1/2024 0:45,16,1,100,1366
1/1/2024 1:00,61,1,100,1366
1/1/2024 1:15,119,1,100,1366
1/1/2024 1:30,55,1,100,1366
1/1/2024 1:45,10,1,100,1366
1/1/2024 2:00,42,1,100,1366
1/1/2024 2:15,56,1,100,1366
1/1/2024 2:30,89,1,100,1366
1/1/2024 2:45,33,1,100,1366
1/1/2024 3:00,95,1,100,1366
1/1/2024 3:15,61,1,100,1366
1/1/2024 3:30,83,1,100,1366
1/1/2024 3:45,50,1,100,1366
1/1/2024 4:00,30,1,100,1366
1/1/2024 4:15,93,1,100,1366
1/1/2024 4:30,47,1,100,1366
1/1/2024 4:45,34,1,100,1366
1/1/2024 5:00,52,1,100,1366
1/1/2024 5:15,25,1,100,1366
1/1/2024 5:30,17,1,100,1366
1/1/2024 5:45,25,1,100,1366
1/1/2024 6:00,32,1,100,1366
1/1/2024 6:15,37,1,100,1366
1/1/2024 6:30,43,1,100,1366
1/1/2024 6:45,100,1,100,1366
1/1/2024 7:00,85,1,100,1366
1/1/2024 7:15,108,1,100,1366
1/1/2024 7:30,61,1,100,1366
1/1/2024 7:45,65,1,100,1366
1/1/2024 8:00,4,1,100,1366
1/1/2024 8:15,7,1,100,1366
1/1/2024 8:30,2,1,100,1366
1/1/2024 8:45,17,1,100,1366
1/1/2024 9:00,80,1,100,1366
1/1/2024 9:15,38,1,100,1366
1/1/2024 9:30,85,1,100,1366
1/1/2024 9:45,73,1,100,1366
1/1/2024 10:00,65,1,100,1366
1/1/2024 10:15,5,1,100,1366
1/1/2024 10:30,20,1,100,1366
1/1/2024 10:45,52,1,100,1366
1/1/2024 11:00,16,1,100,1366
1/1/2024 11:15,56,1,100,1366
1/1/2024 11:30,34,1,100,1366
1/1/2024 11:45,13,1,100,1366
1/1/2024 12:00,100,1,100,1366
1/1/2024 12:15,26,1,100,1366
1/1/2024 12:30,18,1,100,1366
1/1/2024 12:45,17,1,100,1366
