5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/1/2024 0:00,50,1,100,4616
1/1/2024 0:15,102,1,100,4616
1/1/2024 0:30,6,1,100,4616
1/1/2024 0:45,47,1,100,4616
1/1/2024 1:00,41,1,100,4616
1/1/2024 1:15,13,1,100,4616
1/1/2024 1:30,47,1,100,4616
1/1/2024 1:45,93,1,100,4616
1/1/2024 2:00,83,1,100,4616
1/1/2024 2:15,110,1,100,4616
1/1/2024 2:30,30,1,100,4616
1/1/2024 2:45,13,1,100,4616
1/1/2024 3:00,26,1,100,4616
1/1/2024 3:15,2,1,100,4616
1/1/2024 3:30,57,1,100,4616
1/1/2024 3:45,106,1,100,4616
1/1/2024 4:00,54,1,100,4616
1/1/2024 4:15,20,1,100,4616
1/1/2024 4:30,61,1,100,4616
1/1/2024 4:45,78,1,100,4616
1/1/2024 5:00,85,1,100,4616
1/1/2024 5:15,84,1,100,4616
1/1/2024 5:30,51,1,100,4616
1/1/2024 5:45,1,1,100,4616
1/1/2024 6:00,100,1,100,4616
1/1/2024 6:15,65,1,100,4616
1/1/2024 6:30,101,1,100,4616
1/1/2024 6:45,74,1,100,4616
1/1/2024 7:00,7,1,100,4616
1/1/2024 7:15,76,1,100,4616
1/1/2024 7:30,85,1,100,4616
1/1/2024 7:45,81,1,100,4616
1/1/2024 8:00,111,1,100,4616
1/1/2024 8:15,38,1,100,4616
1/1/2024 8:30,52,1,100,4616
1/1/2024 8:45,52,1,100,4616
1/1/2024 9:00,77,1,100,4616
1/1/2024 9:15,83,1,100,4616
1/1/2024 9:30,86,1,100,4616
1/1/2024 9:45,78,1,100,4616
1/1/2024 10:00,14,1,100,4616
1/1/2024 10:15,108,1,100,4616
1/1/2024 10:30,50,1,100,4616
1/1/2024 10:45,66,1,100,4616
1/1/2024 11:00,68,1,100,4616
1/1/2024 11:15,88,1,100,4616
1/1/2024 11:30,35,1,100,4616
1/1/2024 11:45,44,1,100,4616
1/1/2024 12:00,48,1,100,4616
1/1/2024 12:15,70,1,100,4616
1/1/2024 12:30,83,1,100,4616
1/1/2024 12:45,2,1,100,4616
1/1/2024 13:00,11,1,100,4616
1/1/2024 13:15,31,1,100,4616
1/1/2024 13:30,77,1,100,4616
1/1/2024 13:45,71,1,100,4616
1/1/2024 14:00,4,1,100,4616
1/1/2024 14:15,57,1,100,4616
1/1/2024 14:30,53,1,100,4616
1/1/2024 14:45,77,1,100,4616
1/1/2024 15:00,85,1,100,4616
1/1/2024 15:15,19,1,100,4616
1/1/2024 15:30,54,1,100,4616
1/1/2024 15:45,37,1,100,4616
1/1/2024 16:00,54,1,100,4616
1/1/2024 16:15,70,1,100,4616
1/1/2024 16:30,73,1,100,4616
1/1/2024 16:45,97,1,100,4616
1/1/2024 17:00,66,1,100,4616
1/1/2024 17:15,112,1,100,4616
1/1/2024 17:30,32,1,100,4616
1/1/2024 17:45,104,1,100,4616
1/1/2024 18:00,39,1,100,4616
1/1/2024 18:15,73,1,100,4616
1/1/2024 18:30,48,1,100,4616
