5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/1/2024 0:00,33,1,100,5760
1/1/2024 0:15,27,1,100,5760
1/1/2024 0:30,43,1,100,5760
1/1/2024 0:45,84,1,100,5760
1/1/2024 1:00,89,1,100,5760
1/1/2024 1:15,86,1,100,5760
1/1/2024 1:30,1,1,100,5760
1/1/2024 1:45,79,1,100,5760
1/1/2024 2:00,74,1,100,5760
1/1/2024 2:15,2,1,100,5760
1/1/2024 2:30,47,1,100,5760
1/1/2024 2:45,12,1,100,5760
1/1/2024 3:00,23,1,100,5760
1/1/2024 3:15,23,1,100,5760
1/1/2024 3:30,95,1,100,5760
1/1/2024 3:45,50,1,100,5760
1/1/2024 4:00,34,1,100,5760
1/1/2024 4:15,9,1,100,5760
1/1/2024 4:30,120,1,100,5760
1/1/2024 4:45,90,1,100,5760
1/1/2024 5:00,16,1,100,5760
1/1/2024 5:15,72,1,100,5760
1/1/2024 5:30,65,1,100,5760
1/1/2024 5:45,75,1,100,5760
1/1/2024 6:00,13,1,100,5760
1/1/2024 6:15,40,1,100,5760
1/1/2024 6:30,74,1,100,5760
1/1/2024 6:45,64,1,100,5760
1/1/2024 7:00,102,1,100,5760
1/1/2024 7:15,96,1,100,5760
1/1/2024 7:30,111,1,100,5760
1/1/2024 7:45,113,1,100,5760
1/1/2024 8:00,71,1,100,5760
1/1/2024 8:15,9,1,100,5760
1/1/2024 8:30,85,1,100,5760
1/1/2024 8:45,22,1,100,5760
1/1/2024 9:00,62,1,100,5760
1/1/2024 9:15,107,1,100,5760
1/1/2024 9:30,50,1,100,5760
1/1/2024 9:45,1,1,100,5760
1/1/2024 10:00,5,1,100,5760
1/1/2024 10:15,87,1,100,5760
1/1/2024 10:30,16,1,100,5760
1/1/2024 10:45,13,1,100,5760
1/1/2024 11:00,114,1,100,5760
1/1/2024 11:15,36,1,100,5760
1/1/2024 11:30,51,1,100,5760
1/1/2024 11:45,57,1,100,5760
1/1/2024 12:00,84,1,100,5760
1/1/2024 12:15,64,1,100,5760
1/1/2024 12:30,24,1,100,5760
1/1/2024 12:45,69,1,100,5760
1/1/2024 13:00,58,1,100,5760
1/1/2024 13:15,76,1,100,5760
1/1/2024 13:30,87,1,100,5760
1/1/2024 13:45,18,1,100,5760
1/1/2024 14:00,91,1,100,5760
1/1/2024 14:15,65,1,100,5760
1/1/2024 14:30,5,1,100,5760
1/1/2024 14:45,105,1,100,5760
1/1/2024 15:00,90,1,100,5760
1/1/2024 15:15,13,1,100,5760
1/1/2024 15:30,42,1,100,5760
1/1/2024 15:45,88,1,100,5760
1/1/2024 16:00,44,1,100,5760
1/1/2024 16:15,65,1,100,5760
1/1/2024 16:30,112,1,100,5760
1/1/2024 16:45,114,1,100,5760
1/1/2024 17:00,116,1,100,5760
1/1/2024 17:15,79,1,100,5760
1/1/2024 17:30,69,1,100,5760
1/1/2024 17:45,110,1,100,5760
1/1/2024 18:00,69,1,100,5760
1/1/2024 18:15,22,1,100,5760
1/1/2024 18:30,55,1,100,5760
1/1/2024 18:45,82,1,100,5760
1/1/2024 19:00,69,1,100,5760
1/1/2024 19:15,89,1,100,5760
1/1/2024 19:30,15,1,100,5760
1/1/2024 19:45,45,1,100,5760
1/1/2024 20:00,90,1,100,5760
1/1/2024 20:15,21,1,100,5760
1/1/2024 20:30,114,1,100,5760
1/1/2024 20:45,70,1,100,5760
1/1/2024 21:00,69,1,100,5760
1/1/2024 21:15,108,1,100,5760
1/1/2024 21:30,93,1,100,5760
1/1/2024 21:45,14,1,100,5760
1/1/2024 22:00,19,1,100,5760
1/1/2024 22:15,2,1,100,5760
1/1/2024 22:30,11,1,100,5760
1/1/2024 22:45,69,1,100,5760
1/1/2024 23:00,54,1,100,5760
2/1/2024 0:00,89,1,100,5760
2/1/2024 0:15,109,1,100,5760
2/1/2024 0:30,114,1,100,5760
2/1/2024 0:45,13,1,100,5760
2/1/2024 1:00,114,1,100,5760
