5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/1/2024 0:00,53,1,100,8450
1/1/2024 0:15,75,1,100,8450
1/1/2024 0:30,8,1,100,8450
1/1/2024 0:45,83,1,100,8450
1/1/2024 1:00,75,1,100,8450
1/1/2024 1:15,44,1,100,8450
1/1/2024 1:30,96,1,100,8450
1/1/2024 1:45,62,1,100,8450
1/1/2024 2:00,31,1,100,8450
1/1/2024 2:15,98,1,100,8450
1/1/2024 2:30,107,1,100,8450
1/1/2024 2:45,5,1,100,8450
1/1/2024 3:00,108,1,100,8450
1/1/2024 3:15,99,1,100,8450
1/1/2024 3:30,98,1,100,8450
1/1/2024 3:45,51,1,100,8450
1/1/2024 4:00,46,1,100,8450
1/1/2024 4:15,109,1,100,8450
1/1/2024 4:30,109,1,100,8450
1/1/2024 4:45,75,1,100,8450
1/1/2024 5:00,113,1,100,8450
1/1/2024 5:15,34,1,100,8450
1/1/2024 5:30,12,1,100,8450
1/1/2024 5:45,37,1,100,8450
1/1/2024 6:00,7,1,100,8450
1/1/2024 6:15,64,1,100,8450
1/1/2024 6:30,117,1,100,8450
1/1/2024 6:45,105,1,100,8450
1/1/2024 7:00,107,1,100,8450
1/1/2024 7:15,87,1,100,8450
1/1/2024 7:30,24,1,100,8450
1/1/2024 7:45,89,1,100,8450
1/1/2024 8:00,78,1,100,8450
1/1/2024 8:15,38,1,100,8450
1/1/2024 8:30,3,1,100,8450
1/1/2024 8:45,39,1,100,8450
1/1/2024 9:00,74,1,100,8450
1/1/2024 9:15,44,1,100,8450
1/1/2024 9:30,101,1,100,8450
1/1/2024 9:45,61,1,100,8450
1/1/2024 10:00,15,1,100,8450
1/1/2024 10:15,114,1,100,8450
1/1/2024 10:30,9,1,100,8450
1/1/2024 10:45,110,1,100,8450
1/1/2024 11:00,47,1,100,8450
1/1/2024 11:15,11,1,100,8450
1/1/2024 11:30,116,1,100,8450
1/1/2024 11:45,88,1,100,8450
1/1/2024 12:00,117,1,100,8450
1/1/2024 12:15,95,1,100,8450
1/1/2024 12:30,57,1,100,8450
1/1/2024 12:45,24,1,100,8450
1/1/2024 13:00,39,1,100,8450
1/1/2024 13:15,42,1,100,8450
1/1/2024 13:30,61,1,100,8450
1/1/2024 13:45,23,1,100,8450
1/1/2024 14:00,83,1,100,8450
1/1/2024 14:15,102,1,100,8450
1/1/2024 14:30,72,1,100,8450
1/1/2024 14:45,65,1,100,8450
1/1/2024 15:00,56,1,100,8450
1/1/2024 15:15,2,1,100,8450
1/1/2024 15:30,60,1,100,8450
1/1/2024 15:45,70,1,100,8450
1/1/2024 16:00,87,1,100,8450
1/1/2024 16:15,18,1,100,8450
1/1/2024 16:30,110,1,100,8450
1/1/2024 16:45,60,1,100,8450
1/1/2024 17:00,93,1,100,8450
1/1/2024 17:15,70,1,100,8450
1/1/2024 17:30,44,1,100,8450
1/1/2024 17:45,53,1,100,8450
1/1/2024 18:00,32,1,100,8450
1/1/2024 18:15,106,1,100,8450
1/1/2024 18:30,3,1,100,8450
1/1/2024 18:45,95,1,100,8450
1/1/2024 19:00,14,1,100,8450
1/1/2024 19:15,86,1,100,8450
1/1/2024 19:30,9,1,100,8450
1/1/2024 19:45,116,1,100,8450
1/1/2024 20:00,109,1,100,8450
1/1/2024 20:15,21,1,100,8450
1/1/2024 20:30,57,1,100,8450
1/1/2024 20:45,90,1,100,8450
1/1/2024 21:00,8,1,100,8450
1/1/2024 21:15,107,1,100,8450
1/1/2024 21:30,46,1,100,8450
1/1/2024 21:45,57,1,100,8450
1/1/2024 22:00,89,1,100,8450
1/1/2024 22:15,69,1,100,8450
1/1/2024 22:30,92,1,100,8450
1/1/2024 22:45,72,1,100,8450
1/1/2024 23:00,77,1,100,8450
2/1/2024 0:00,80,1,100,8450
2/1/2024 0:15,119,1,100,8450
2/1/2024 0:30,72,1,100,8450
2/1/2024 0:45,116,1,100,8450
2/1/2024 1:00,104,1,100,8450
2/1/2024 1:15,118,1,100,8450
2/1/2024 1:30,102,1,100,8450
2/1/2024 1:45,7,1,100,8450
2/1/2024 2:00,17,1,100,8450
2/1/2024 2:15,21,1,100,8450
2/1/2024 2:30,89,1,100,8450
2/1/2024 2:45,104,1,100,8450
2/1/2024 3:00,72,1,100,8450
2/1/2024 3:15,93,1,100,8450
2/1/2024 3:30,69,1,100,8450
2/1/2024 3:45,98,1,100,8450
2/1/2024 4:00,42,1,100,8450
2/1/2024 4:15,98,1,100,8450
2/1/2024 4:30,38,1,100,8450
2/1/2024 4:45,52,1,100,8450
2/1/2024 5:00,78,1,100,8450
2/1/2024 5:15,23,1,100,8450
2/1/2024 5:30,19,1,100,8450
2/1/2024 5:45,5,1,100,8450
2/1/2024 6:00,35,1,100,8450
2/1/2024 6:15,11,1,100,8450
2/1/2024 6:30,17,1,100,8450
2/1/2024 6:45,39,1,100,8450
2/1/2024 7:00,41,1,100,8450
2/1/2024 7:15,57,1,100,8450
2/1/2024 7:30,105,1,100,8450
2/1/2024 7:45,111,1,100,8450
2/1/2024 8:00,4,1,100,8450
2/1/2024 8:15,62,1,100,8450
2/1/2024 8:30,111,1,100,8450
2/1/2024 8:45,74,1,100,8450
2/1/2024 9:00,29,1,100,8450
2/1/2024 9:15,71,1,100,8450
2/1/2024 9:30,41,1,100,8450
2/1/2024 9:45,112,1,100,8450
2/1/2024 10:00,75,1,100,8450
2/1/2024 10:15,39,1,100,8450
2/1/2024 10:30,41,1,100,8450
2/1/2024 10:45,80,1,100,8450
2/1/2024 11:00,64,1,100,8450
2/1/2024 11:15,10,1,100,8450
2/1/2024 11:30,96,1,100,8450
2/1/2024 11:45,60,1,100,8450
2/1/2024 12:00,106,1,100,8450
2/1/2024 12:15,85,1,100,8450
2/1/2024 12:30,115,1,100,8450
2/1/2024 12:45,38,1,100,8450
2/1/2024 13:00,63,1,100,8450
2/1/2024 13:15,82,1,100,8450
2/1/2024 13:30,80,1,100,8450
2/1/2024 13:45,48,1,100,8450
2/1/2024 14:00,95,1,100,8450
2/1/2024 14:15,36,1,100,8450
2/1/2024 14:30,10,1,100,8450
2/1/2024 14:45,51,1,100,8450
2/1/2024 15:00,110,1,100,8450
2/1/2024 15:15,46,1,100,8450
2/1/2024 15:30,47,1,100,8450
2/1/2024 15:45,14,1,100,8450
2/1/2024 16:00,91,1,100,8450
2/1/2024 16:15,94,1,100,8450
2/1/2024 16:30,19,1,100,8450
2/1/2024 16:45,9,1,100,8450
2/1/2024 17:00,45,1,100,8450
2/1/2024 17:15,51,1,100,8450
2/1/2024 17:30,60,1,100,8450
2/1/2024 17:45,116,1,100,8450
2/1/2024 18:00,72,1,100,8450
2/1/2024 18:15,100,1,100,8450
2/1/2024 18:30,58,1,100,8450
2/1/2024 18:45,54,1,100,8450
2/1/2024 19:00,64,1,100,8450
2/1/2024 19:15,69,1,100,8450
2/1/2024 19:30,39,1,100,8450
2/1/2024 19:45,118,1,100,8450
2/1/2024 20:00,54,1,100,8450
2/1/2024 20:15,97,1,100,8450
2/1/2024 20:30,91,1,100,8450
2/1/2024 20:45,112,1,100,8450
2/1/2024 21:00,100,1,100,8450
2/1/2024 21:15,66,1,100,8450
2/1/2024 21:30,87,1,100,8450
2/1/2024 21:45,62,1,100,8450
2/1/2024 22:00,82,1,100,8450
2/1/2024 22:15,59,1,100,8450
2/1/2024 22:30,89,1,100,8450
2/1/2024 22:45,109,1,100,8450
2/1/2024 23:00,114,1,100,8450
3/1/2024 0:00,73,1,100,8450
3/1/2024 0:15,112,1,100,8450
3/1/2024 0:30,101,1,100,8450
3/1/2024 0:45,62,1,100,8450
3/1/2024 1:00,73,1,100,8450
3/1/2024 1:15,4,1,100,8450
3/1/2024 1:30,108,1,100,8450
3/1/2024 1:45,18,1,100,8450
3/1/2024 2:00,110,1,100,8450
3/1/2024 2:15,109,1,100,8450
3/1/2024 2:30,34,1,100,8450
3/1/2024 2:45,49,1,100,8450
3/1/2024 3:00,25,1,100,8450
3/1/2024 3:15,53,1,100,8450
3/1/2024 3:30,35,1,100,8450
3/1/2024 3:45,20,1,100,8450
3/1/2024 4:00,108,1,100,8450
3/1/2024 4:15,32,1,100,8450
3/1/2024 4:30,44,1,100,8450
3/1/2024 4:45,32,1,100,8450
3/1/2024 5:00,104,1,100,8450
3/1/2024 5:15,11,1,100,8450
3/1/2024 5:30,5,1,100,8450
3/1/2024 5:45,60,1,100,8450
3/1/2024 6:00,107,1,100,8450
3/1/2024 6:15,103,1,100,8450
3/1/2024 6:30,24,1,100,8450
3/1/2024 6:45,1,1,100,8450
3/1/2024 7:00,24,1,100,8450
3/1/2024 7:15,41,1,100,8450
3/1/2024 7:30,23,1,100,8450
3/1/2024 7:45,18,1,100,8450
3/1/2024 8:00,69,1,100,8450
3/1/2024 8:15,54,1,100,8450
3/1/2024 8:30,59,1,100,8450
3/1/2024 8:45,47,1,100,8450
3/1/2024 9:00,71,1,100,8450
3/1/2024 9:15,45,1,100,8450
3/1/2024 9:30,39,1,100,8450
3/1/2024 9:45,102,1,100,8450
3/1/2024 10:00,19,1,100,8450
3/1/2024 10:15,98,1,100,8450
3/1/2024 10:30,107,1,100,8450
3/1/2024 10:45,108,1,100,8450
3/1/2024 11:00,41,1,100,8450
