5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed,SCATS
1/1/2024 0:00,19,1,100,6963
1/1/2024 0:15,106,1,100,6963
1/1/2024 0:30,33,1,100,6963
1/1/2024 0:45,2,1,100,6963
1/1/2024 1:00,82,1,100,6963
1/1/2024 1:15,117,1,100,6963
1/1/2024 1:30,107,1,100,6963
1/1/2024 1:45,10,1,100,6963
1/1/2024 2:00,59,1,100,6963
1/1/2024 2:15,114,1,100,6963
1/1/2024 2:30,74,1,100,6963
1/1/2024 2:45,116,1,100,6963
1/1/2024 3:00,44,1,100,6963
1/1/2024 3:15,38,1,100,6963
1/1/2024 3:30,49,1,100,6963
1/1/2024 3:45,43,1,100,6963
1/1/2024 4:00,37,1,100,6963
1/1/2024 4:15,30,1,100,6963
1/1/2024 4:30,63,1,100,6963
1/1/2024 4:45,76,1,100,6963
1/1/2024 5:00,43,1,100,6963
1/1/2024 5:15,37,1,100,6963
1/1/2024 5:30,53,1,100,6963
1/1/2024 5:45,42,1,100,6963
1/1/2024 6:00,112,1,100,6963
1/1/2024 6:15,72,1,100,6963
1/1/2024 6:30,14,1,100,6963
1/1/2024 6:45,35,1,100,6963
1/1/2024 7:00,59,1,100,6963
1/1/2024 7:15,6,1,100,6963
1/1/2024 7:30,10,1,100,6963
1/1/2024 7:45,18,1,100,6963
1/1/2024 8:00,7,1,100,6963
1/1/2024 8:15,27,1,100,6963
1/1/2024 8:30,90,1,100,6963
1/1/2024 8:45,71,1,100,6963
1/1/2024 9:00,79,1,100,6963
1/1/2024 9:15,61,1,100,6963
1/1/2024 9:30,42,1,100,6963
1/1/2024 9:45,54,1,100,6963
1/1/2024 10:00,112,1,100,6963
1/1/2024 10:15,52,1,100,6963
1/1/2024 10:30,119,1,100,6963
1/1/2024 10:45,47,1,100,6963
1/1/2024 11:00,44,1,100,6963
1/1/2024 11:15,41,1,100,6963
1/1/2024 11:30,59,1,100,6963
1/1/2024 11:45,55,1,100,6963
1/1/2024 12:00,83,1,100,6963
1/1/2024 12:15,39,1,100,6963
1/1/2024 12:30,52,1,100,6963
1/1/2024 12:45,77,1,100,6963
1/1/2024 13:00,40,1,100,6963
1/1/2024 13:15,57,1,100,6963
1/1/2024 13:30,99,1,100,6963
1/1/2024 13:45,46,1,100,6963
1/1/2024 14:00,3,1,100,6963
1/1/2024 14:15,53,1,100,6963
1/1/2024 14:30,109,1,100,6963
1/1/2024 14:45,53,1,100,6963
1/1/2024 15:00,72,1,100,6963
1/1/2024 15:15,13,1,100,6963
1/1/2024 15:30,89,1,100,6963
1/1/2024 15:45,53,1,100,6963
1/1/2024 16:00,105,1,100,6963
1/1/2024 16:15,82,1,100,6963
1/1/2024 16:30,113,1,100,6963
1/1/2024 16:45,49,1,100,6963
1/1/2024 17:00,90,1,100,6963
1/1/2024 17:15,51,1,100,6963
1/1/2024 17:30,83,1,100,6963
1/1/2024 17:45,38,1,100,6963
1/1/2024 18:00,119,1,100,6963
1/1/2024 18:15,40,1,100,6963
1/1/2024 18:30,44,1,100,6963
1/1/2024 18:45,111,1,100,6963
1/1/2024 19:00,76,1,100,6963
1/1/2024 19:15,24,1,100,6963
1/1/2024 19:30,52,1,100,6963
1/1/2024 19:45,63,1,100,6963
1/1/2024 20:00,74,1,100,6963
1/1/2024 20:15,43,1,100,6963
1/1/2024 20:30,116,1,100,6963
1/1/2024 20:45,96,1,100,6963
1/1/2024 21:00,113,1,100,6963
1/1/2024 21:15,8,1,100,6963
1/1/2024 21:30,23,1,100,6963
1/1/2024 21:45,95,1,100,6963
1/1/2024 22:00,26,1,100,6963
1/1/2024 22:15,33,1,100,6963
1/1/2024 22:30,108,1,100,6963
1/1/2024 22:45,53,1,100,6963
1/1/2024 23:00,76,1,100,6963
2/1/2024 0:00,37,1,100,6963
2/1/2024 0:15,73,1,100,6963
2/1/2024 0:30,112,1,100,6963
2/1/2024 0:45,19,1,100,6963
2/1/2024 1:00,43,1,100,6963
2/1/2024 1:15,12,1,100,6963
2/1/2024 1:30,44,1,100,6963
2/1/2024 1:45,103,1,100,6963
2/1/2024 2:00,83,1,100,6963
2/1/2024 2:15,119,1,100,6963
2/1/2024 2:30,76,1,100,6963
2/1/2024 2:45,25,1,100,6963
2/1/2024 3:00,114,1,100,6963
2/1/2024 3:15,79,1,100,6963
2/1/2024 3:30,77,1,100,6963
2/1/2024 3:45,120,1,100,6963
2/1/2024 4:00,49,1,100,6963
2/1/2024 4:15,47,1,100,6963
2/1/2024 4:30,73,1,100,6963
2/1/2024 4:45,38,1,100,6963
2/1/2024 5:00,71,1,100,6963
2/1/2024 5:15,117,1,100,6963
2/1/2024 5:30,111,1,100,6963
2/1/2024 5:45,49,1,100,6963
2/1/2024 6:00,67,1,100,6963
2/1/2024 6:15,49,1,100,6963
2/1/2024 6:30,104,1,100,6963
2/1/2024 6:45,58,1,100,6963
2/1/2024 7:00,5,1,100,6963
2/1/2024 7:15,13,1,100,6963
2/1/2024 7:30,101,1,100,6963
2/1/2024 7:45,71,1,100,6963
2/1/2024 8:00,23,1,100,6963
2/1/2024 8:15,100,1,100,6963
2/1/2024 8:30,90,1,100,6963
2/1/2024 8:45,58,1,100,6963
2/1/2024 9:00,88,1,100,6963
2/1/2024 9:15,30,1,100,6963
2/1/2024 9:30,13,1,100,6963
2/1/2024 9:45,8,1,100,6963
2/1/2024 10:00,59,1,100,6963
2/1/2024 10:15,9,1,100,6963
2/1/2024 10:30,8,1,100,6963
2/1/2024 10:45,60,1,100,6963
2/1/2024 11:00,26,1,100,6963
2/1/2024 11:15,3,1,100,6963
2/1/2024 11:30,31,1,100,6963
2/1/2024 11:45,11,1,100,6963
2/1/2024 12:00,50,1,100,6963
2/1/2024 12:15,72,1,100,6963
2/1/2024 12:30,113,1,100,6963
2/1/2024 12:45,44,1,100,6963
2/1/2024 13:00,95,1,100,6963
2/1/2024 13:15,86,1,100,6963
2/1/2024 13:30,44,1,100,6963
2/1/2024 13:45,120,1,100,6963
2/1/2024 14:00,41,1,100,6963
2/1/2024 14:15,120,1,100,6963
2/1/2024 14:30,9,1,100,6963
2/1/2024 14:45,73,1,100,6963
2/1/2024 15:00,84,1,100,6963
2/1/2024 15:15,46,1,100,6963
2/1/2024 15:30,10,1,100,6963
2/1/2024 15:45,1,1,100,6963
2/1/2024 16:00,56,1,100,6963
2/1/2024 16:15,53,1,100,6963
2/1/2024 16:30,28,1,100,6963
2/1/2024 16:45,44,1,100,6963
2/1/2024 17:00,119,1,100,6963
2/1/2024 17:15,95,1,100,6963
2/1/2024 17:30,119,1,100,6963
2/1/2024 17:45,73,1,100,6963
2/1/2024 18:00,116,1,100,6963
2/1/2024 18:15,17,1,100,6963
2/1/2024 18:30,19,1,100,6963
2/1/2024 18:45,89,1,100,6963
2/1/2024 19:00,63,1,100,6963
2/1/2024 19:15,16,1,100,6963
2/1/2024 19:30,49,1,100,6963
2/1/2024 19:45,19,1,100,6963
2/1/2024 20:00,49,1,100,6963
2/1/2024 20:15,38,1,100,6963
2/1/2024 20:30,49,1,100,6963
2/1/2024 20:45,104,1,100,6963
2/1/2024 21:00,51,1,100,6963
2/1/2024 21:15,15,1,100,6963
2/1/2024 21:30,52,1,100,6963
2/1/2024 21:45,18,1,100,6963
2/1/2024 22:00,105,1,100,6963
2/1/2024 22:15,50,1,100,6963
2/1/2024 22:30,109,1,100,6963
2/1/2024 22:45,30,1,100,6963
2/1/2024 23:00,52,1,100,6963
